author,file_path,raw_filename,sha256_hash,pdf_title_raw,first_page_raw,normalized_title,canonical_title
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Distributed Event-triggered Scheme for Economic Dispatch.pdf,Distributed Event-triggered Scheme for Economic Dispatch.pdf,86eb92dc49f371ca550ef825e1bbcc5e67ab08fe36abaf13a4d3e18f0278994a,bare_jrnl_CJL.dvi,,bare jrnl cjl dvi,bare jrnl cjl dvi
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Exponential Adaptive Lag Synchronization of Memristive NN.pdf,Exponential Adaptive Lag Synchronization of Memristive NN.pdf,259a9669c6cf8522b0922fd93079fc8b19c96503fa013fa354fd3b2c232cb1e2,Exponential Adaptive Lag Synchronization of Memristive,"IEEE TRANSACTIONS ON FUZZY SYSTEMS 1 Short Papers Exponential Adaptive Lag Synchronization of Memristive Neural Networks via Fuzzy Method and Applications in Pseudorandom Number Generators Shiping Wen, Zhigang Zeng, Tingwen Huang, and Yide Zhang Abstract —This paper investigates the problem of exponential lag syn- chronization control of memristive neural networks (MNNs) via the fuzzy method and applications in pseudorandom number generators. Based on the knowledge of memristor and recurrent neural networks, the model of MNNs is established. Then, considering the state-dependent properties of memristor, a fuzzy model of MNNs is employed to provide a new way of an- alyzing the complicated MNNs with only two subsystems, and update laws for the connection weights of slave systems and controller gain are designed to make the slave systems exponentially lag synchronized with the master systems. Two examples about synchronization problems are presented to show the effectiveness of the obtained results, and an application of the obtained theory is also given in the pseudorandom number generator. Index Terms —Adaptive lag synchronization, fuzzy model, memristor, neural networks, pseudorandom number generator (PRNG). I. I NTRODUCTION Although current digital computers can now possess computing speed and complexity to emulate the brain functionality of animals like a spiders, mice, and cats [1], [2], the associated energy dissipa- tion in the system grows exponentially along the hierarchy of animal intelligence, as the sequential processing of fetch, decode, and execu- tion of instructions through the classical von Neumann bottleneck of conventional digital computers has resulted in less-efﬁcient machines as their ecosystems have grown to be increasingly complex [3]. For example, to perform certain cortical simulations at the cat scale even at 83 times slower ﬁring rate, the IBM team in [1] has to employ Blue Gene/P (BG/P): a super computer equipped with 147456 CPUs and 144 TBs of main memory. On the other hand, the human brain con- tains more than 100 billion neurons, and each neuron has more than 20 000 synapses. Efﬁcient circuit implementation of synapses, there- fore, is especially important to build a brain-like machine. However, Manuscript received August 13, 2013; revised October 15, 2013; accepted November 16, 2013. Date of publication December 11, 2013; date of current version. This work was supported by the Natural Science Foundation of China under Grant 61125303, National Basic Research Program of China (973 Pro- gram) under Grant 2011CB710606, Research Fund for the Doctoral Program of Higher Education of China under Grant 20100142110021, the Excellent Youth Foundation of Hubei Province of China under Grant 2010CDA081, and the Na- tional Priority Research Project NPRP 4-451-2-168, funded by Qatar National Research Fund. S. P. Wen, Z. G. Zeng, and Y . D. Zhang are with the School of Au- tomation, Huazhong University of Science and Technology, and Key Lab- oratory of Image Processing and Intelligent Control of Education Ministry of China, Wuhan, Hubei, 430074, China (e-mail: wenshiping226@126.com; zgzeng527@126.com; edwardchang@hust.edu.cn). T. W. Huang is with Texas A & M University at Qatar, Doha 23874, Qatar (e-mail: tingwen.huang@qatar.tamu.edu). Color versions of one or more of the ﬁgures in this paper are available online at http://ieeexplore.ieee.org. Digital Object Identiﬁer 10.1109/TFUZZ.2013.2294855since shrinking the current transistor size is very difﬁcult, introducing a more efﬁcient approach is essential for further development of neural network implementations. In 2008, the Williams group announced a successful fabrication of a very compact and nonvolatile nano scale memory called the memristor [4]. It was postulated by Chua [5] as the fourth basic circuit element in electrical circuits. It is based on the nonlinear characteristics of charge and ﬂux. By supplying a voltage or current to the memristor, its resistance can be altered [6]. This way, the memristor remembers information. Several examples of successful multichip networks of spiking neurons have been recently proposed [7]–[9]; however, there are still a number of practical problems that hinder the development of truly large-scale, distributed, massively parallel networks of very large scale integration (VLSI) neurons, such as how to set the weight of individual synapses in the network. It is well-known that changes in the synaptic connections between neurons are widely believed to contribute to memory storage, and the activity-dependent development of neural networks. These changes are thought to occur through correlated-based, or Hebbian plasticity. In addition, we notice neural networks have been widely studied in recent years, for their immense application prospective [10]–[23]. Many applications have been developed in different areas such as com- binatorial optimization, knowledge acquisition, and pattern recogni- tion. Recently, the problem of lag synchronization of coupled neural networks, which is one of the hottest research ﬁelds of complex net- works, has been a challenging issue because of its potential application such as information science, biological systems, and so on [24]–[36]. On the other hand, synchronization problem of neural networks has attracted great attention because of its potential applications in many ﬁelds such as secure communications, biological sys- tems, information science, image encryption, and pseudorandom number generator (PRNG) [37], [38]. Currently, a wide variety of synchronization phenomena have been investigated, such as complete synchronization [39]–[41], generalized synchronization [42], phase synchronization [43], and lag synchronization [44]. In the case of real applications, it is very hard to directly get the identical parameters of the master and slave systems. Therefore, adaptive synchronization may be a good choice for such cases. It is worth mentioning that in con- nected electronic networks, the occurrence of time delay is unavoidable because of ﬁnite signal transmission times, switching speeds, and some other reasons. Thus, the complete synchronization of neural networks is hard to implement effectively and it is more reasonable to consider the lag synchronization problem. However, to the best of the authors’ knowledge, the research on global exponential lag adaptive synchronization of memristive neural networks is still an open problem that deserves further investigation. To shorten sup gap, we investigate the problem of global exponential lag adaptive synchronization for a class of memristive neural networks with time-varying delays. The main contributions of this paper can be summarized as follows: 1) A model of MNNs is established in accor- dance with the memristor-based electronic circuits; 2) a fuzzy model of memristive neural networks is employed to give a new way to analyze the complicated MNNs with only two subsystems; 3) update laws are designed for the connection weights of slave systems and controller gain to make the slave systems exponentially lag synchronized with the master systems; and 4) a simulation example is presented to show the applications of the obtained results in the PRNG. 1063-6706 © 2013 IEEE. Personal use is permitted, but republication/redistribution requires IEEE permission. See http://www.ieee.org/publications standards/publications/rights/index.html for more information.",exponential adaptive lag synchronization of memristive,exponential adaptive lag synchronization of memristive
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Lag Synchronization of Switched Neural Networks.pdf,Lag Synchronization of Switched Neural Networks.pdf,d547bafab09b31b33ad6793d1722233e7282ff601ac5f21a0801f9ce9ae29c50,untitled,,untitled,untitled
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Off-policy Reinforcement Learning.pdf,Off-policy Reinforcement Learning.pdf,119d82d2a1f4a01582cb8d9184ec7bd9d10a648dba441cb4b780eb6244536ebf,"arXiv:1311.6107v3 [cs.SY] 11 May 2014IEEE TRANSACTIONS ON CYBERNETICS, VOL. 99 , NO. PP, IN PRESS, 2014 1","arXiv:1311.6107v3 [cs.SY] 11 May 2014IEEE TRANSACTIONS ON CYBERNETICS, VOL. 99 , NO. PP, IN PRESS, 2014 1 Off-policy Reinforcement Learning for H∞Control Design Biao Luo, Huai-Ning Wu and Tingwen Huang Abstract—TheH∞control design problem is considered for nonlinear systems with unknown internal system model. It is known that the nonlinear H∞control problem can be trans- formed into solving the so-called Hamilton-Jacobi-Isaacs (HJI) equation, which is a nonlinear partial differential equati on that is generally impossible to be solved analytically. Even worse , model- based approaches cannot be used for approximately solving HJI equation, when the accurate system model is unavailable or costly to obtain in practice. To overcome these difﬁculti es, an off-policy reinforcement leaning (RL) method is introdu ced to learn the solution of HJI equation from real system data instead of mathematical system model, and its convergence i s proved. In the off-policy RL method, the system data can be generated with arbitrary policies rather than the evaluati ng policy, which is extremely important and promising for prac tical systems. For implementation purpose, a neural network (NN) based actor-critic structure is employed and a least-squar e NN weight update algorithm is derived based on the method of weighted residuals. Finally, the developed NN-based off-p olicy RL method is tested on a linear F16 aircraft plant, and furthe r applied to a rotational/translational actuator system. Index Terms —H∞control design; Reinforcement learning; Off-policy learning; Neural Network; Hamilton-Jacobi-Is aacs equation. I. INTRODUCTION REINFORCEMENT learning (RL) is a machine learn- ing technique that has been widely studied from the computational intelligence and machine learning scope in t he artiﬁcial intelligence community [1]–[4]. RL technique re fers to an actor or agent that interacts with its environment and aims to learn the optimal actions, or control policies, by Manuscript received November 24, 2013; revised March 28, 20 14 and April 2, 2014; accepted April 18, 2014. This work was supported in p art by the National Basic Research Program of China under 973 Program o f Grant 2012CB720003, in part by the National Natural Science Found ation of China under Grant 61121003, and in part by the General Research Fun d project from Science and Technology on Aircraft Control Laboratory of Be ihang University under Grant 9140C480301130C48001. This publication was al so made possi- ble by NPRP grant # NPRP 4-1162-1-181 from the Qatar National Research Fund (a member of Qatar Foundation). The statements made her ein are solely the responsibility of the authors. This paper was recommend ed by Associate Editor H. M. Schwartz. Biao Luo is with the Science and Technology on Aircraft Contr ol Labo- ratory, Beihang University (Beijing University of Aeronau tics and Astronau- tics), Beijing 100191, P. R. China. He is also with State Key L aboratory of Management and Control for Complex Systems, Institute of Automa- tion, Chinese Academy of Sciences, Beijing 100190, P. R. Chi na (E-mail: biao.luo@hotmail.com). Huai-Ning Wu is with the Science and Technology on Aircraft C ontrol Laboratory, Beihang University (Beijing University of Aer onautics and As- tronautics), Beijing 100191, P. R. China (E-mail:whn@buaa .edu.cn). Tingwen Huang is with the Texas A& M University at Qatar, PO Bo x 23874, Doha, Qatar (E-mail: tingwen.huang@qatar.tamu.ed u). Digital Object Identiﬁer 10.1109/TCYB.2014.2319577observingtheir responses from the environment.In [2], Sut ton and Barto suggested a deﬁnition of RL method, i.e., any method that is well suited for solving RL problem can be regarded as a RL method, where the RL problem is deﬁned in terms of optimal control of Markov decision processes. This obviously established the relationship between the RL method and control community. Moreover, RL methods have the ability to ﬁnd an optimal control policy from unknown environment,which makes RL a promisingmethodfor control design of real systems. In the past few years, many RL approaches [5]–[23] have been introduced for solving the optimal control problems. Especially, some extremely important results were reporte d by using RL for solving the optimal control problem of discrete-time systems [7], [10], [14], [17], [18], [22]. Su ch as, Liu and Wei suggested a ﬁnite-approximation-error base d iterative adaptive dynamic programming approach [17], and a novel policy iteration (PI) method [22] for discrete-time nonlinear systems. For continuous-time systems, Murray et al. [5] presented two PI algorithms that avoid the necessity of knowing the internal system dynamics. Vrabie et al. [8], [9] , [13] introduced the thought of PI and proposed an important framework of integral reinforcement learning (IRL). Modar es etal. [21] developedanexperiencereplaybasedIRLalgorit hm for nonlinear partially unknown constrained-input system s. In [19], an online neural network (NN) based decentralized control strategy was developed for stabilizing a class of continuous-time nonlinear interconnected large-scale sy stems. In addition, it worth mentioning that the thought of RL methodshavealsobeenintroducedtosolvetheoptimalcontr ol problemof partial differential equation systems [6], [12] , [15], [16], [23]. However, for most of practical real systems, the existence of external disturbances is usually unavoidable . To reduce the effects of disturbance, robust controller is requiredfordisturbancerejection. One effectivesolutio n is the H∞control method, which achieves disturbance attenuation in theL2-gain setting [24]–[26], that is, to design a controller such that the ratio of the objective output energy to the disturbance energy is less than a prescribed level. Over the past few decades, a large number of theoretical results on nonlinear H∞controlhave beenreported[27]–[29], wherethe H∞control problem can be transformedinto how to solve the so-calledHamilton-Jacobi-Isaacs(HJI) equation.Howeve r,the HJI equationis a nonlinear partial differentialequation ( PDE), which is difﬁcult or impossible to solve, and may not have global analytic solutions even in simple cases. Thus,some workshavebeenreportedto solve theHJI equa- tion approximately [27], [30]–[35]. In [27], it was shown th at",arxiv:1311 6107v3 cs sy 11 may 2014ieee transactions on cybernetics vol 99 no pp in press 2014 1,arxiv:1311 6107v3 cs sy 11 may 2014ieee transactions on cybernetics vol 99 no pp in press 2014 1
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Robust Exponential Stability of Uncertain Delayed NN.pdf,Robust Exponential Stability of Uncertain Delayed NN.pdf,9907889c5f7f5f155de471f71d7924d2825304e2ee3c88a518912653ba641a83,untitled,,untitled,untitled
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Synchronization of delayed chaotic systems.pdf,Synchronization of delayed chaotic systems.pdf,8bbbb1da5eb0016b66e7d66558aa8cf5f608fe4832cbac04553a5b899232c661,This content has been downloaded from IOPscience. Please scroll down to see the full text.,"This content has been downloaded from IOPscience. Please scroll down to see the full text. Download details: IP Address: 192.195.95.193 This content was downloaded on 21/02/2015 at 02:45 Please note that terms and conditions apply.Synchronization of delayed chaotic systems with parameter mismatches by using intermittent linear state feedback View the table of contents for this issue, or go to the journal homepage for more2009 Nonlinearity 22 569 (http://iopscience.iop.org/0951-7715/22/3/004)HomeSearch Collections Journals AboutContact us My IOPscience",this content has been downloaded from iopscience please scroll down to see the full text,this content has been downloaded from iopscience please scroll down to see the full text
Tingwen Huang,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Tingwen Huang\Synchronization of Memristor-Based Coupling Recurrent Neural Networks.pdf,Synchronization of Memristor-Based Coupling Recurrent Neural Networks.pdf,d38ac8a66766a034bfd9bd8af2e2c9e075e41c86122c984247e17abf3f85008b,untitled,,untitled,untitled
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\A Simple Method for Detection.pdf,A Simple Method for Detection.pdf,a24d616b5be423ea5eddb65dca7a9be5b17a2830d422df0f44844ae3418df156,"Udit Satija, Barathram.Ramkumar and M. Sabarimalai Manikandan","A Simple Method for Detection and Classiﬁcation of ECG Noises for Wearable ECG Monitoring Devices Udit Satija, Barathram.Ramkumar and M. Sabarimalai Manikandan School of Electrical Sciences, Indian Institute of Technology Bhubaneswar Bhubaneswar, Odisha-751013, India. Email:{us11,barathram,msm }@iitbbs.ac.in Abstract —An assessment of electrocardiogram (ECG) signal quality has become an unavoidable ﬁrst step in most holter and ambulatory ECG signal analysis applications. In this paper, we present a simple method for automatically detection and classiﬁcation of ECG noises. The proposed method consists of four major steps: moving average ﬁlter, blocking, feature extraction, and multistage decision-tree algorithm. In the proposed method, the dynamic amplitude range and autocorrelation maximum peak features are extracted for each block. In the ﬁrst decision stage, a amplitude-dependent decision rule is used for detecting the presence of low-frequency (LF) noise (including, baseline wander (BW) and abrupt change (ABC) artifacts) and the high-frequency (HF) noise (including, power line interference (PLI) and muscle artifacts). In the second decision stage, the proposed method further classiﬁes the LF noise into a BW noise or a ABC noise using the local dynamic amplitude range feature. The HF noise is classiﬁed into a PLI noise or a muscle noise using the local autocorrelation maximum peak feature. The proposed detection and classiﬁcation method is tested and validated using a wide variety of clean and noisy ECG signals. Results show that the method can achieve an average sensitivity (Se) of 97.88%, positive productivity (+P) of 91.18% and accuracy of 89.06%. I. I NTRODUCTION Recently, wearable cardiac health care monitoring de- vices enable continuous recording of ECG signals, and early detection and treatment of cardiovascular diseases [1], [2]. Generally, the amplitudes of a normal ECG range from 10 µV to 5 mV and the frequency lies in the range of 0.05-150 Hz [3]. The ECG recordings are generally corrupted by noises, namely, baseline wander (BW), power line interference (PLI), muscle artifact (MA) and instrumentation noise. Furthermore, the motion artifacts is ubiquitous in ECG monitoring using wire- less body area networks (WBANs). From the corrupted ECG signals as shown in Fig. 1, it can be noted that the presence of BW, PLI and muscle noises causes inaccurate determination of ECG characteristic points, feature determination, heartbeat segmentation, etc. Thus, assessment of ECG signal quality has become an unavoidable ﬁrst step in most holter and ambulatory ECG signal analysis applications including cardiac arrhythmias recognition, heart rate variability (HRV) analysis, ECG-based biometric, continuous beat-to-beat blood pressure measurement, sleep apnea detection, and so on. Furthermore, signal quality assessment not only plays an important role in improving diagnostic accuracy of cardiovascular diseases diagnostic systems but also plays in selecting suitable ECG signal enhancement techniques. In addition, wearable ECG monitoring devices hold the promise of continuous recording and early detection of cardiac disease events, but wearable         í$PS          í$PS          í$PS          í$PS          í$PS          í$PS          í$PS 7LPH V E F G H I J D Fig. 1. Illustrates ECG signals corrupted by different types of artifacts and noise: (a) and (b) ECG corrupted with baseline wanders, (c) and (d) ECG corrupted with abrupt changing artifacts, (e) and (f) ECG corrupted with muscle artifacts, and (g) ECG corrupted with PLI noise. devices have limited power and battery life, limited com- putational power and main memory. Thus, wearable devices demand energy-efﬁcient reliable ECG noise detection and classiﬁcation for choosing suitable noise removal technique and guaranteeing clinical acceptability of ECG recordings. A. Review of ECG Signal Quality Assessment Methods Many signal quality assessment (SQA) methods have been reported based on statistical features such as mean, standard deviation, kurtosis and heuristic rules. In [4], Orphanidou, et al. presented signal quality indices for ECG and PPG2015 2nd International Conference on Signal Processing and Integrated Networks (SPIN) 978-1-4799-5991-4/15/$31.00 ©2015 IEEE 164",udit satija barathram ramkumar and m sabarimalai manikandan,udit satija barathram ramkumar and m sabarimalai manikandan
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\Automatic Modulation Classification.pdf,Automatic Modulation Classification.pdf,5d01fadd9cc78825034090cb1d7d1499a26657497f985d270e60f250b73a17b7,AMC_Stran_new.pdf,,amc stran new pdf,amc stran new pdf
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\Blind Channel Length.pdf,Blind Channel Length.pdf,8b483cd4b71d902655cfbc98191590d867730daf49817a7348983223a0f88b36,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/295860219","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/295860219 Blind Channel Length Estimation for OFDM Systems using Cu mulant Featu res Conf erence Paper · Dec ember 2015 CITATION 1READS 114 4 author s, including: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Automat ed Quality-A ware Analysis of Electr ocardiogr am Signals View pr oject EEG signal analysis View pr oject Ajay Babu Detect T echnologies 9 PUBLICA TIONS 68 CITATIONS SEE PROFILE Udit Satija Indian Instit ute of T echnolog y Patna 49 PUBLICA TIONS 1,084 CITATIONS SEE PROFILE Barathr am R amk umar Indian Instit ute of T echnolog y Bhub anesw ar 58 PUBLICA TIONS 1,432 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Udit Satija on 16 July 2016. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 295860219,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 295860219
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\BLOCKCHAIN TECHNOLOGY IN RETAIL INDUSTRY.pdf,BLOCKCHAIN TECHNOLOGY IN RETAIL INDUSTRY.pdf,e3035c1a8ca818ccadc69072c5aaa838ebd74c217c9e2bb75dcc140276460ff8,Project report submitted in partial fulfillment of the requirement for the degree of,"BLOCKCHAIN TECHNOLOGY IN RETAIL INDUSTRY: INNOVATION IN SUPPLY CHAIN MANAGEMENT Project report submitted in partial fulfillment of the requirement for the degree of Bachelor of Technology By Venkatesh Gunda (1410110493) Under supervision of Dr. Udit Satija Mrs. Felisha Manos Dell Technologies DEPARTMENT OF ELECTRICAL ENGINEERING SCHOOL OF ENGINEERING SHIV NADAR UNIVERSITY May, 2018",project report submitted in partial fulfillment of the requirement for the degree of,project report submitted in partial fulfillment of the requirement for the degree of
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\Compressed Sensing based Blind.pdf,Compressed Sensing based Blind.pdf,483bf85e007f71ba20a380a1928549977f86952cedd2bca5a605143e57724817,Compressed Sensing based Blind Spectrum Sensing,"Compressed Sensing based Blind Spectrum Sensing in Cognitive Radio Udit Satija School of Electrical Sciences Indian Institute of Technology Bhubaneswar, Orissa, India. E-mail: us11@iitbbs.ac.inParthapratim De Department of Electrical Engineering Shaqra University Al-Dawadmi, KSA. E-mail: pd4267@yahoo.com Abstract —Cognitive Radios exploit the unutilized spectrum by transmitting opportunistically without disturbing the primary user (PU) or licensed user. So, the sensing should be fast enough that the secondary user (SU) can vacate the spectrum when the PU becomes active. Cyclostationary methods perform better than energy detection methods in low SNR scenarios but they require large number of symbols. The objective of this paper to reduce the number of measurements in blind spectrum sensing (using QR decomposition and backward linear prediction) by employing multiple receive antennas. By using compressed sensing at the receiver front end helps to reduce the complexity of the A/D converter. Furthermore, in this paper, simulation results show that our method achieves a good probability of detection in very low SNR even at 50% measurements which is comparable to probability of detection at full measurements. I. I NTRODUCTION Cognitive radio is regarded as a substantial solution to spectrum scarcity issue by enabling the secondary user to dy- namically/adaptively access the frequency channels [1]. Spec- trum sensing improves utilization of spectrum by identiﬁcation of medium access control protocol [1]. Compressed sensing (CS) has led to a tremendous surge in cognitive radio and other applications due to high demand for fast, efﬁcient and in-expensive signal processing algorithms, applications and devices. In such situations, CS provides a promising solution [2], [3]. Compressed sensing enables sampling below the Nyquist rate without or with small reduction in reconstruction quality by exploiting the sparsity of signals in some transform domain and the incoherency of these measurements with the original domain. In essence, CS eliminates the need to acquire and store large number of samples by measuring minimum samples in some transform or basis that contain maximum information and hence saves space. Compressive sensing has seen major applications in diverse ﬁelds, ranging from signal processing, image processing, biomedical signal processing and many other applications. In compressed sensing, real world signals like sound, image, video etc., can be acquired using lesser linear measurements and throwing away some information due to inherent sparsity [4], [5]. In cognitive radio, wireless signals are typically sparse in frequency domain. In [6], compressed wideband sensing is used for cooperative spectrum sensing. In [7], [8] blind spec- trum detector is proposed based on compressed sensing using cyclic autocorrelation. To the best of our knowledge, there are few attempts towards the blind spectrum sensing usingcompressed sensing in very low SNR. This paper addresses a novel blind spectrum sensing method similar to [2], [9], [10], [11], [12], but requiring fewer measurements, by employing the concept of compressed sensing (sub-Nyquist sampling) [13], [14], [3]. Spectrum sensing in cognitive radio is a quite challenging task below the SNR wall (SNR value, below which detection is not possible) [9], [15]. Cyclostationary detectors [9], [11] perform well in low SNR or extremely noisy scenario rather widely used energy detector suffers with noise uncertainty problem. A major pitfall of the cyclostationary detector is that it requires large number of symbols and hence computational complex. Generally, cyclo-stationary methods need information about the primary signal such as modulation type, carrier frequency etc. to operate. In this paper, we propose a novel algorithm to sense the primary signals at very low SNR, by using much less symbols. Though, the novel algorithm is blind in nature so does not require any such information about the primary signal or the multipath channel, shadowing between the primary and secondary users. II. S IGNAL MODEL Let, a vector ˜s∈RNbe the transmitted signal, which is very sparse in frequency domain. Here, ˜arefers frequency domain representation of a time domain signal a. TheNlength received signal at ith receive antenna, is given by ˜ri(k) =˜hi(k)˜s(k)+ ˜ni(k) (1) wherei= 1,2...........M , whereMis the total number of receive antennas; k= 1,2,···,Nis the frequency index. ˜hi is the tapped channel in frequency domain, from the transmitter to theith receive antenna, and ˜niis the discrete Fourier transform of white gaussian noise at the ith receive antenna. The received signal at the ith antenna is given as ˜ri= [˜ri(0),˜ri(1),···,˜ri(N−1).]T(2) Finally the received signal over all Mreceive antennas is given by ˜r=/bracketleftbig ˜rT 1,˜rT 2,···,˜rT M/bracketrightbigT. (3) So, the signal with reduced number of measurements is given by ˜vi=˜ΦT i˜ri, i= 1,2,···,M, (4)",compressed sensing based blind spectrum sensing,compressed sensing based blind spectrum sensing
Udit Satija,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Udit Satija\Digital Modulation Classification.pdf,Digital Modulation Classification.pdf,66a8b43f65b8c463080d114d0bbc8398f6f39de0c348bcde9510533f6de6e541,Digital Modulation Classiﬁcation Under,"Digital Modulation Classiﬁcation Under Non-Gaussian Noise Using Sparse Signal Decomposition and Maximum Likelihood Madhusmita Mohanty, Udit Satija, Barathram. Ramkumar and M. S. Manikandan School of Electrical Sciences Indian Institute of Techonology Bhubaneswar, INDIA Email:{mm10,us11,barathram,msm }@iitbbs.ac.in Abstract —In recent years, automatic signal detection and modulation classiﬁcation play a vital role in the ﬁeld of cognitive radio applications. The majority of the existing signals detection and classiﬁcation methods assume that the received signal is contaminated by additive white Gaussian noise. Under impulsive noise condition, the performance of the traditional modulation classiﬁcation methods may be degraded. Therefore, in this paper, we investigate the application of sparse signal decomposition using an overcomplete dictionary for detection and classiﬁcation of digital modulation signals. The overcomplete hybrid dictionary consists of impulse waveform and sine and cosine waveform for effectively capturing morphological components of the impulse noise and deterministic modulated signals. The proposed modu- lation classiﬁcation method includes the following steps: sparse signal decomposition (SSD) on hybrid dictionaries, modulated signal extraction, matched ﬁltering, and maximum likelihood (ML) classiﬁcation. The performance of the direct ML and SSD-based ML classiﬁcation methods are tested and validated using different modulation techniques under different Gaussian and impulse noise conditions. The proposed system achieves a classiﬁcation accuracy of 89 percent at 0 dB SNR and hence outperforms the direct ML method. I. I NTRODUCTION In recent years, automatic modulation classiﬁcation (AMC) has taken a potential growth due to its usage in a variety of wireless communication application such as cognitive radio, electronic warfare and surveillance etc. [1]. AMC refers to identiﬁcation of modulation scheme of a received signal cor- rupted with noise. The design of the modulation classiﬁcation algorithm is very challenging as it has little or no knowledge of the signal transmitted [2]. The AMC algorithms can be commonly grouped into two broad categories: (i) likelihood-based (LB) decision-theoretic method and (ii) feature-based (FB) pattern recognition method. In likelihood-based method, the classiﬁcation is viewed as a multiple hypothesis-testing decision-making problem. LB based AMC gives an optimal solution. It classiﬁes the mod- ulation scheme by selecting the type of modulation which maximizes the likelihood function of the received signal [3]. Most of the modulation classiﬁcation algorithms considered additive white Gaussian noise in the performance analysis [3]. This assumption is not always sufﬁcient. There are many cases where noise in the communication channel is non- Gaussian. For example, the noises from various natural and man-made sources found in radio channels are non-Gaussianand exhibit sharp spike, i.e. they show impulsive characteristic [5]–[8]. The algorithms designed and developed for optimal results in Gaussian noise, exhibit worse performance in non- Gaussian noise environment [8]. Furthermore, it is found that the algorithms designed for white additive noise do not provide optimum results when additive noise is time correlated [6]. Most of the classiﬁcation algorithms proposed in non- Gaussian environment are feature based [2], that is, they utilize modulation dependent features of the signal [9]–[11]. If the features are not robust or properly designed, their performance degrades and hence they are suboptimal. In literature, a few previously published works addressed the recognition of modu- lation under non-Gaussian noise environments [2], [6], [12]. In [6], the classiﬁer uses the whitening ﬁlter to reduce complexity of ML in presence of non-Gaussian noise, where it estimates the unknown parameter and whitening ﬁlter coefﬁcients. The estimation approach degrades the performance of classiﬁer as it is difﬁcult to model it precisely. In [12], the channel and noise distribution are considered to be known. This motivates us to redesign a ML classiﬁer which can perform well in non- Gaussian environment. Recently, sparse representation (SR) has taken a substantial growth in many signal processing applications including de- noising, signal separation, compression in audio and biomed- ical signal processing [16]–[19]. In this paper, we propose a novel detection based classiﬁcation algorithm to identify the modulation scheme with additive mixed Gaussian and impulse noise using sparse signal decomposition with an overcomplete hybrid dictionary. Firstly, using SSD impulse is removed from the received signal followed by classiﬁcation of received signal using maximum likelihood based classiﬁer. The rest of the paper is organized as follows. In section II, we focus on the system model and motivation behind the ML classiﬁcation in the presence of non-Gaussian additive noise. The proposed method is presented in section III, which discusses the impulse removal using SSD of the received signal followed by ML classiﬁcation. The simulation results have been presented in section IV . Conclusions are drawn in Section V . II. B ACKGROUND AND MOTIVATION Letr(t)be the received signal of interest whose modulation format needs to be recognized. It can be expressed as r(t) =s(t)+w(t),0≤t≤LT (1) 978-1-4799-6619-6/15/$31.00 c/circlecopyrt2015 IEEE",digital modulation classi cation under,digital modulation classi cation under
