author,paper_title,paper_count
Rushabh Gandhi,microsoft word - 4-iccm2018-70 multifunction hud,1
Hardik Patel,microsoft word - 4-iccm2018-70 multifunction hud,1
Saisujay Masina,intertwining of communities core and periphery in complex networks,1
Sathvik Nimmaneni,intertwining of communities core and periphery in complex networks,1
Navaneeth Gatttagoni,intertwining of communities core and periphery in complex networks,1
Shagufta Anjum,leveraging network similarity measures for recommendation systems,1
Mohammed Rayid Ali Masood,leveraging network similarity measures for recommendation systems,1
The Terminus,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 280590429,1
Shifting Behaviour,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 280590433,1
Akrati Saxena,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 275897158,1
Hai-Jun RONG,var tmp stamppdf mk9halna5y text pdf 1595529545 titlepage pdf bhawj,1
Yew-Soon ONG,var tmp stamppdf mk9halna5y text pdf 1595529545 titlepage pdf bhawj,1
Ah-hwee TAN,var tmp stamppdf mk9halna5y text pdf 1595529545 titlepage pdf bhawj,1
Zexuan ZHU,var tmp stamppdf mk9halna5y text pdf 1595529545 titlepage pdf bhawj,1
Siwei Jiang,consistencies and contradictions of performance,1
Yew-Soon Ong,consistencies and contradictions of performance,1
Jie Zhang,consistencies and contradictions of performance,1
Liang Feng,consistencies and contradictions of performance,1
Generalizing Surrogate,d: ieee final 22-4-2010 fortevc-paginatedpdf tevc-dlim-2027359 tevc-dlim-2027359-proof,1
Bernhard Sendhoff,d: ieee final 22-4-2010 fortevc-paginatedpdf tevc-dlim-2027359 tevc-dlim-2027359-proof,1
Dudy Lim,d: ieee final 22-4-2010 fortevc-paginatedpdf tevc-dlim-2027359 tevc-dlim-2027359-proof,1
Yaochu Jin,d: ieee final 22-4-2010 fortevc-paginatedpdf tevc-dlim-2027359 tevc-dlim-2027359-proof,1
Soon Ong,d: ieee final 22-4-2010 fortevc-paginatedpdf tevc-dlim-2027359 tevc-dlim-2027359-proof,2
Soon Ong,when gaussian process meets big data: a review,2
Abhishek Gupta,multifactorial evolution towards evolutionary multitasking,1
When Gaussian Process Meets,when gaussian process meets big data: a review,1
Haitao Liu,when gaussian process meets big data: a review,1
Xiaobo Shen,when gaussian process meets big data: a review,1
Jianfei Cai,when gaussian process meets big data: a review,1
